,count,count,count,count,count,count,count,count,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera,body_camera
Moreno Valley,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Morgan County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Morganton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgantown,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Moriarty,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Morris,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Morris Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Morristown,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Morrow,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Moscow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Moses Lake,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Moss Point,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Mott,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Moultrie,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mounds View,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Mount Hermon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mount Holly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mount Hope,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Pleasant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mount Pleasant Township,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mount Vernon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mount Washington,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Grove,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mountain Home,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Iron,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Mountain Pine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain View,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt Airy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt. Airy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mt. Auburn,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mt. Pleasant,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Muckleshoot Indian Reservation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mufreesboro,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Muhlenberg County,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Muhlenberg Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mulberry,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Muncie,1,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0
Munster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Murphy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Murray,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Murrieta,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Muscle Shoals,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muscoy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Muskogee,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
Mustang,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Myerstown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Myra,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myrtle Beach,1,1,1,0,1,2,0,0,0,1,0,0,1,0,0,0
Myrtle Creek,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nacogdoches,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nampa,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
Nanakuli,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Napa,1,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0
Napa Valley,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Naperville,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Naples,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naschitti,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nashua,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nashville,2,1,2,2,0,0,6,1,0,0,0,1,0,0,3,1
National City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Natomas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Navarre,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nederland,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Needles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neenah,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nelsonville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Neosho,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Neshoba County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Albany,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
New Berlin,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Boston,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
New Britain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Brunswick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Castle,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
New City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Hope,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Iberia,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Kensington,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New Lenox,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Llano,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New London,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Lyme Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New Milford,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Orleans,5,1,1,0,2,0,0,1,3,0,1,0,1,0,0,0
New Paltz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Port Richey,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
New Rochelle,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New Smyrna Beach,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
New Straitsville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Underwood,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New Wilmington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New York,1,6,4,1,11,6,5,6,0,0,1,0,4,2,2,0
Newark,0,5,2,1,1,0,1,0,0,0,0,0,1,0,0,0
Newberry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Newburgh,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Newbury,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Newman,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newnan,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Newport,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
Newport Beach,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport News,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Newton,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0
Newton Grove,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Niceville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicholasville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nikolaevsk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Niles,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Niles Charter Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nipomo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nipton,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nitro,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noble County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nocona,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nogales,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Nokomis,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Noma,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Norco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Norcross,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Norfolk,0,5,2,0,0,0,0,1,0,2,0,0,0,0,0,0
Normal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Norman,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
North Aurora,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
North Bend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Bergen,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Branch,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Charleston,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
North East,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Escambia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
North Fort Collins,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
North Fort Myers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Hills,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Hollywood,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Laredo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Las Vegas,3,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
North Lauderdale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Little Rock,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
North Manchester,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
North Miami,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Miami Beach,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Middleton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
North Platte,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Pole,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
North Port,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
North Richmond,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
North Riverside,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Royalton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Shore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
North St. Louis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Topeka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Northglenn,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Northwood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norwalk,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Norwich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Norwood,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nutter Fort,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O'Brien,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O'Fallon,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Oak Cliff,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Creek,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Oak Forest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oak Harbor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Hill,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oak Park,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Oak Ridge,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Oak View,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oakdale,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakfield,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oakland,6,0,1,2,0,3,2,0,3,0,0,0,0,0,0,0
Oakland City,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oakland Park,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oakridge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oaks,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Ocala,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Oceanside,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Oconto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Odanah,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Odenville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odessa,1,3,0,0,4,1,1,1,0,0,0,0,0,0,0,0
Ogden,0,1,1,3,1,1,1,0,0,0,1,2,1,0,0,0
Ohatchee,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Oil Springs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oildale,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Okaloosa Island,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Okarche,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Okemah,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma City,7,4,6,5,7,6,2,2,0,1,3,0,5,4,1,1
Okmulgee,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Okmulgee County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olathe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Bridge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Fields,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Old Forge,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Mines,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Old Saybrook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Town,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Olivehurst,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Olivia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Olustee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Olympia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olympic Valley,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha,4,4,0,1,2,1,1,0,0,1,0,0,1,1,1,0
Ona,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Onalaska,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneida,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oneonta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ono,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ontario,3,0,1,0,2,1,3,1,1,0,0,0,1,0,0,0
Ooltewah,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Opa-Locka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opelika,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange,1,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0
Orange City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orange County,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orange Park,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
Orangeburg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Orangeville Township,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Orchard Mesa,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orcutt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oregon City,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orem,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Orlando,2,5,3,5,2,5,1,1,0,1,0,0,0,1,1,1
Ormond Beach,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Oro Valley,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orofino,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Orosi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Oroville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Orrington,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshkosh,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Oshtemo Township,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Osteen,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouachita Parish,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Overland Park,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Overlea,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Overton County,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Owasso,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Owen County,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Owensboro,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owings Mills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Owingsville,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Oxford,0,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0
Oxnard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxon Hill,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ozark,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
Pacific Beach,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Paddock Lake,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paducah,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pahoa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pahrump,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
Palatka,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Palermo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Palestine,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Palm Bay,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Palm Beach Gardens,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Palm City,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Palm Desert,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Palm Harbor,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Palm Springs,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Palmdale,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Palmer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Palmetto,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Palmyra,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Palo Alto,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Panama City,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Panama City Beach,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panhandle,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Panora,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Panorama City,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Papaaloa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Valley,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Paramount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pardeeville,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Park County,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parker,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Parkersburg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Parkland,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Parks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Parkton,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Parkville,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Parma,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Parmelee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Parowan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasadena,0,0,0,3,1,2,2,1,0,0,0,2,1,1,0,1
Pascagoula,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pasco,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Paso Robles,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Passaic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Paterson,0,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0
Pattison,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paulden,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Paulding County,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pavilion Township,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pawtucket,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Payson,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Peachland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peachtree City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearisburg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pearl River County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pearland,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Pearlington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pearson,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pelehatchie,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pelion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pell City,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelzer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pemberton,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pembine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembroke,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Penasco,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pendleton,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Penn Hills,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Penn Township,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pennfield Township,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pennsburg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pensacola,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0
Pentress,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Peoria,0,0,1,3,0,0,1,2,0,0,0,0,0,0,1,2
Perdido,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Perdido Key,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Perris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Perry,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Perry Township,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perryopolis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perryville,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Peshtigo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Petal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Peterborough,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peterson,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petroleum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pettis County,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Peyton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pflugerville,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Pharr,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phelps,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phenix City,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Philadelphia,1,6,4,3,0,7,4,4,0,0,0,0,0,3,1,0
Philadephia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Phoenix,8,15,12,23,13,15,9,6,0,1,1,0,1,9,2,1
Pico Rivera,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Picture Rocks,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pigeon Forge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pike County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pikesville,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pilot Station,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pima,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pima County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pine Bluff,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Pine County,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
Pine Hills,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
Pine River,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pine Top,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinellas Park,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pinetop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinetop-Lakeside,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pineville,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Pinion Hills,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
